Age,Income,Customer_Type
58,26773,Regular
41,79249,Regular
25,114293,Premium
29,33702,Gold
25,62727,VIP
29,86949,Premium
51,78895,Regular
40,46747,Premium
25,35416,VIP
69,89192,Basic
65,109479,Premium
41,28646,Basic
21,24327,Basic
18,66782,Basic
59,79616,Basic
47,106774,Gold
55,24318,Gold
25,104805,Gold
24,116161,Regular
28,93228,Silver
58,38843,Premium
35,99064,Silver
34,45496,Regular
30,63147,Regular
38,109702,Basic
61,87950,Regular
68,53505,Gold
69,99295,Silver
23,91749,Gold
60,114506,Premium
43,85061,Premium
22,92306,Premium
54,76619,Silver
43,57674,Basic
68,41573,Basic
20,61442,Regular
47,100853,Silver
40,62260,Silver
24,119743,Gold
51,63220,Regular
68,40789,VIP
33,60684,Gold
63,38447,Silver
52,29318,Basic
69,102925,Gold
26,60262,VIP
45,30904,Gold
18,63544,Silver
55,81272,Basic
63,20579,Basic
42,53219,Premium
22,80451,Premium
65,26611,Gold
58,113466,VIP
40,61572,Premium
54,112350,VIP
37,88024,Gold
62,66784,VIP
33,25791,Basic
38,50504,Silver
20,47874,Silver
23,42167,Basic
52,113650,Silver
37,74441,Basic
21,47579,Premium
20,96966,Premium
55,62962,Gold
28,24426,Regular
51,96905,Basic
63,50955,Basic
53,113335,Silver
37,95696,Gold
40,109364,Silver
43,110393,VIP
60,61342,Regular
39,34452,Basic
40,89349,Premium
34,84201,Regular
69,119128,Premium
67,28657,Gold
47,119427,Basic
29,117947,VIP
63,91590,Gold
53,28335,Regular
59,44106,VIP
23,64963,Regular
42,30806,Regular
34,75376,VIP
51,117009,Silver
61,28246,Silver
25,105575,Regular
47,106722,Premium
22,26559,Silver
44,65523,VIP
32,66602,Premium
29,80607,Gold
66,78509,Premium
59,31910,Basic
27,73681,VIP
54,118206,Basic
46,113189,Premium
45,56418,Premium
59,73666,Basic
21,96274,Regular
35,95919,VIP
67,117904,Regular
45,86644,Silver
46,105927,Premium
25,39283,Basic
61,68719,Regular
64,73522,Silver
24,106284,Basic
63,89422,Basic
58,105391,Silver
62,96051,Silver
68,91346,VIP
63,99098,Regular
65,119366,VIP
64,101328,Gold
63,61629,Regular
51,88109,Gold
32,73531,VIP
37,62562,Premium
59,31655,Premium
37,111321,Silver
36,59524,VIP
47,47622,Premium
31,46185,Regular
40,110517,Premium
55,40646,Premium
37,35902,Regular
60,25842,Premium
31,63987,Basic
65,101532,VIP
45,98985,Regular
60,44359,Premium
56,100272,Regular
52,46609,Premium
59,50298,Regular
43,23840,Silver
54,62515,Basic
32,69252,VIP
59,54213,Silver
55,54724,Basic
70,97092,VIP
23,65259,Premium
56,48775,Regular
43,39659,Basic
30,54650,Regular
31,20390,Premium
49,102842,Silver
50,34260,Gold
55,45804,Regular
21,30694,Premium
43,55663,Premium
42,56461,VIP
20,42575,Regular
42,42932,Gold
54,61908,Basic
37,91143,Regular
35,27363,Basic
24,38348,Gold
33,21026,Premium
19,29298,VIP
22,80470,Silver
43,59162,VIP
33,106932,Regular
43,61231,Regular
26,52850,Basic
35,64970,Premium
20,111203,Silver
67,83528,Premium
55,30857,Regular
50,72882,Basic
33,52759,Silver
49,105913,Basic
35,51465,Gold
25,112610,Premium
18,54786,Premium
68,67253,Regular
24,48458,Basic
36,117231,Gold
53,25193,Gold
56,83634,Regular
48,67467,VIP
32,42405,Silver
40,83878,Gold
24,99785,Gold
66,95473,VIP
53,69233,Gold
39,86163,VIP
50,74741,Regular
22,73504,VIP
37,67174,VIP
47,108188,Basic
25,48255,Silver
62,49551,Premium
57,28594,Silver
45,48364,Basic
55,25742,Gold
48,27152,Premium
38,21215,Basic
67,66695,Regular
47,39037,VIP
47,87979,Regular
67,64945,Basic
41,69254,Regular
63,74951,Silver
51,24752,Premium
50,75680,Premium
38,70519,VIP
35,39457,Premium
30,43769,Basic
46,95217,VIP
37,98718,Gold
31,73227,Regular
31,73049,Silver
64,108215,Premium
64,104197,Basic
62,74188,Silver
36,34936,Basic
46,74374,Silver
61,90307,Basic
49,40932,Silver
27,27510,VIP
58,77797,Silver
38,67425,Regular
45,58190,Basic
49,64396,Gold
20,107416,Basic
68,78394,Gold
41,24113,Silver
25,75259,Premium
54,66695,Regular
24,27568,Premium
53,40254,Gold
34,63728,Regular
68,69556,Regular
22,78174,VIP
60,46674,Silver
21,106062,Gold
61,34382,Premium
32,107880,Premium
34,95727,Gold
63,23020,Premium
21,63081,VIP
35,38489,Gold
69,71890,Silver
56,96452,Premium
68,50088,VIP
18,68237,Basic
45,86206,VIP
45,63614,Premium
26,110066,Gold
56,38849,VIP
37,116979,Gold
50,91601,Gold
32,86941,Regular
55,84865,Premium
35,55407,Basic
21,105207,Gold
24,91588,Silver
55,58019,Silver
54,25399,Basic
37,119422,Basic
24,72677,VIP
61,112496,VIP
34,87853,Silver
22,43572,Silver
54,83904,Basic
46,110686,Silver
60,94182,VIP
22,77451,Basic
50,115938,Basic
53,108308,Premium
20,100441,VIP
65,92151,Regular
41,108964,Regular
53,53885,VIP
55,50838,Silver
48,35712,Basic
19,49545,Premium
62,103212,Premium
49,40403,Silver
23,108336,VIP
41,113950,Regular
21,81143,Basic
27,52654,Silver
43,79310,Gold
57,102999,Gold
27,72543,Silver
70,22348,Premium
52,51436,Gold
53,33970,Basic
36,56038,Silver
23,21725,Premium
60,71009,Regular
61,40649,Silver
62,59696,Silver
37,48026,VIP
61,80478,Gold
55,87401,Premium
22,34142,Gold
68,83533,Premium
59,29928,Regular
18,77015,Regular
37,71442,Gold
44,70132,Premium
49,20769,Gold
21,115721,Basic
37,101674,Premium
56,42226,Regular
70,30491,Gold
61,86050,Premium
48,51910,Premium
32,50401,Basic
36,83424,Silver
52,86293,Basic
30,22574,Silver
23,45273,VIP
30,96575,Basic
31,69875,VIP
57,82564,Basic
68,32731,VIP
42,67110,Premium
51,95705,VIP
45,77561,Gold
18,62777,Premium
43,30836,Silver
25,55978,VIP
22,92184,Silver
29,59705,Silver
51,70982,VIP
19,54094,Premium
57,20701,Basic
64,53197,Premium
69,26151,Regular
32,51058,VIP
48,77122,Gold
61,33230,Premium
54,30682,Silver
61,95311,Gold
53,38092,Silver
68,31623,Regular
69,38504,Silver
46,63745,Premium
42,20534,Premium
56,60806,Silver
58,25295,Silver
23,86106,VIP
55,107053,Regular
21,26339,Gold
50,114645,Silver
64,117593,Gold
40,80437,Basic
70,108637,Regular
45,22932,Basic
65,103361,Basic
66,46295,VIP
40,54975,Gold
43,20577,Basic
53,50043,Premium
48,102214,VIP
57,87060,Premium
45,57064,Gold
29,80253,Silver
24,115308,Basic
23,110818,Basic
51,46910,Regular
27,71660,Silver
21,98179,Basic
27,30556,Regular
52,22797,Silver
34,98105,Gold
46,41323,Silver
49,119138,Gold
46,59822,Silver
47,47637,Regular
62,44392,Gold
27,101603,Basic
19,102719,Premium
55,113944,Premium
39,33033,Silver
48,50763,Gold
61,28045,Silver
37,34150,Silver
40,77673,Basic
59,20952,Gold
20,48063,Premium
55,74056,Silver
66,68433,VIP
23,54588,VIP
36,47955,Basic
46,47032,Premium
19,42251,Silver
40,48746,Regular
63,32192,Silver
58,24862,VIP
48,31199,Premium
42,46573,Gold
19,51583,Silver
42,54255,Silver
59,94131,Basic
18,30376,Premium
28,76025,Regular
63,23735,VIP
31,50576,Basic
26,81737,Premium
34,49570,Gold
54,102991,Premium
39,45775,Gold
19,37215,VIP
53,77628,Regular
20,27793,VIP
18,119923,VIP
41,36983,Silver
56,76598,Silver
43,25617,Silver
19,27646,Basic
60,112913,Gold
26,57360,Premium
19,105053,Basic
36,30186,VIP
30,62911,Gold
36,60819,Regular
59,20428,Basic
56,60019,Premium
68,90964,Gold
33,88734,Gold
42,110118,Silver
39,104779,Silver
66,105569,Silver
53,58532,Silver
64,96393,Gold
52,97582,Basic
47,22787,Basic
57,59296,VIP
38,34976,Regular
47,21503,Premium
29,101573,Silver
53,74879,Premium
31,104155,Silver
68,112980,Basic
43,107241,Silver
24,85190,Premium
50,89558,Basic
30,86426,VIP
35,110510,Silver
67,53434,VIP
23,91984,Silver
33,65458,Basic
69,72781,VIP
56,99979,Gold
42,22677,VIP
24,72865,Basic
64,94511,Gold
35,21201,VIP
19,45728,Premium
29,92062,Regular
42,67544,Premium
29,119898,Basic
25,105235,Regular
66,115273,Premium
24,69209,Basic
25,37902,VIP
48,35739,Silver
63,52805,Gold
45,109452,Basic
64,86360,Silver
18,89481,Silver
63,32892,VIP
65,92984,Premium
36,23908,Silver
29,45298,Basic
38,37520,Gold
23,114617,Premium
65,59141,Regular
23,64757,Basic
30,37200,Gold
32,111252,Basic
55,54505,Silver
59,26385,VIP
67,40359,VIP
61,83870,Gold
61,28300,Regular
56,92220,Silver
28,29533,Gold
31,55977,Gold
42,27251,Gold
48,87881,Regular
65,27250,VIP
60,22951,Regular
39,68795,Regular
50,93926,Gold
39,90638,Basic
43,60303,Basic
63,33431,Premium
38,85591,Gold
24,97543,Silver
38,109490,Gold
28,56551,Basic
39,81147,Gold
37,42005,VIP
28,102494,Silver
57,40942,Gold
34,70398,Basic
40,21633,Premium
59,113710,Premium
67,82019,Basic
34,42819,VIP
55,72040,Silver
35,24295,Premium
19,72081,Premium
65,47721,Basic
57,75617,Basic
65,63218,Silver
47,111743,VIP
39,41799,VIP
43,62407,VIP
40,115729,Silver
26,52025,Silver
65,97198,Regular
33,88087,Premium
46,47393,Gold
66,81980,Basic
30,58122,Gold
24,29301,Gold
21,34612,Gold
70,89219,Premium
60,115125,Silver
60,61522,Gold
69,109337,Premium
59,99621,Regular
58,47673,Premium
58,105844,VIP
42,54674,Gold
67,41782,Regular
49,70441,Gold
23,56978,Gold
32,107040,Regular
45,23808,Premium
60,31171,Gold
24,115332,Basic
70,37882,Silver
19,42308,VIP
60,73472,Gold
22,27471,VIP
70,33882,Gold
31,22097,Silver
40,30881,VIP
70,62620,Silver
52,67513,Regular
50,112675,Premium
39,95157,Regular
66,77771,Gold
55,74313,Premium
30,30112,Basic
69,94217,Premium
48,107551,Silver
52,47225,Basic
38,52191,Regular
66,85035,Premium
67,112158,Premium
69,59345,Gold
40,71967,VIP
53,43853,Regular
48,114251,VIP
30,27006,Premium
62,76549,Silver
50,81082,Premium
39,107509,Gold
59,112108,VIP
36,70807,Basic
65,66960,VIP
18,56866,Basic
44,23153,VIP
18,31932,Basic
61,99796,Regular
38,116260,Gold
48,50453,Gold
38,93413,VIP
64,25153,Basic
33,36582,Regular
39,30179,Regular
49,37338,Regular
31,112995,Regular
63,62775,Silver
38,80574,Basic
60,45435,Silver
22,43331,VIP
36,71937,Basic
55,39639,Basic
48,51716,Silver
41,40315,Premium
56,59624,Silver
70,21683,Premium
30,40115,Basic
56,83423,VIP
68,84067,VIP
50,92191,Basic
36,66916,Silver
28,108213,VIP
70,98543,Premium
56,76753,Regular
60,98038,Silver
34,84268,VIP
67,33778,Basic
50,40664,Gold
61,49526,VIP
33,22009,Premium
62,61281,Basic
55,30708,Gold
33,46780,Premium
56,89791,Premium
46,31289,Regular
70,27546,Premium
68,85792,Gold
44,76277,Regular
26,51701,Premium
42,35877,Regular
65,85114,Regular
61,109786,Regular
25,89754,Premium
21,115004,Premium
18,74526,Gold
36,50595,Regular
69,37676,Silver
62,81151,Basic
68,33189,Gold
29,30604,VIP
32,72387,VIP
67,108603,Silver
50,45231,Silver
35,82158,Regular
36,49132,Silver
35,56231,Regular
38,30666,Basic
45,83829,Premium
66,75612,Silver
66,92103,VIP
45,118018,Premium
63,54120,Silver
53,62770,Silver
50,110816,Basic
58,66220,Silver
18,88519,Premium
66,25258,Regular
50,45770,VIP
23,28343,Basic
49,50983,VIP
26,61242,Basic
29,38815,Premium
52,114227,VIP
49,24673,Basic
49,91572,Gold
21,105386,Silver
40,58782,Premium
24,110147,Silver
30,69184,Basic
68,55986,Gold
69,58420,Silver
69,60579,VIP
25,41355,Gold
49,110080,Basic
39,35369,Basic
48,77757,VIP
46,105813,Silver
29,32363,Silver
22,78372,Basic
34,96025,Premium
58,38050,Basic
28,21962,Gold
43,88189,VIP
69,116127,Regular
59,116393,Regular
30,108402,Basic
49,85651,Regular
54,88409,Premium
50,20463,Silver
20,40873,VIP
69,102776,VIP
62,67041,Regular
52,92332,Gold
21,92306,Premium
29,97519,Basic
27,103843,Gold
28,98210,Basic
64,118259,Regular
56,109275,Regular
27,89541,Basic
43,41811,Gold
46,56656,VIP
69,32467,VIP
57,92023,Silver
64,58553,Premium
51,115503,Basic
42,72341,Premium
26,56126,Basic
60,42271,Regular
47,54041,Premium
66,24867,Regular
42,51878,Basic
52,84589,Regular
60,98497,Silver
56,99966,Regular
37,45038,Gold
42,46985,Premium
42,94162,Silver
32,47349,VIP
39,75094,Silver
22,104192,Silver
40,33365,Regular
42,44540,Silver
27,35365,Silver
50,109800,VIP
26,56226,VIP
49,75055,Premium
30,21740,Basic
63,52706,Basic
58,117973,Regular
33,109147,Silver
61,94107,Silver
31,48867,Basic
39,56067,Regular
22,113983,Basic
28,78087,Premium
23,51018,Silver
40,84220,Premium
18,66800,Gold
31,48644,Regular
51,28360,Gold
69,113222,Basic
50,30416,Basic
18,107563,Regular
48,109607,Silver
42,110450,Regular
51,39956,VIP
68,110289,VIP
54,22280,Basic
36,86069,Regular
63,42387,Basic
23,57846,Silver
31,99953,Gold
49,71626,Basic
19,93423,Basic
62,96948,VIP
56,69605,Gold
27,118208,Gold
26,112703,Silver
27,65820,Silver
38,66227,Gold
32,48329,Gold
62,112413,Basic
41,69473,Silver
41,28775,VIP
19,81761,Silver
69,105233,VIP
60,44932,Regular
70,62684,Regular
57,61982,VIP
69,36513,Regular
68,69348,Premium
36,71195,Silver
62,80278,VIP
63,41227,Gold
44,80145,VIP
32,37106,Gold
19,65684,Regular
58,58223,Basic
39,46181,Premium
54,55646,Silver
66,38398,Silver
36,57138,Basic
39,69130,Gold
26,42311,Basic
50,43382,Gold
38,36946,Regular
26,66059,Silver
21,23883,Regular
67,66641,Premium
24,101391,Gold
53,84695,Silver
40,52661,Basic
57,70920,Regular
57,34223,VIP
35,85522,Gold
46,56206,Regular
67,21504,VIP
35,25513,Basic
67,103969,Silver
20,88675,Basic
18,49133,Silver
51,109766,Regular
30,58005,Premium
32,76900,Silver
55,25548,VIP
18,75913,Basic
55,103961,Silver
66,60903,VIP
68,20112,Premium
25,39121,Basic
68,28834,VIP
32,23715,Basic
39,31997,VIP
59,37580,VIP
19,44239,Gold
35,22235,Gold
28,57590,Basic
62,92212,Regular
54,53127,Silver
62,39242,VIP
43,109601,Basic
21,20814,VIP
37,117135,Silver
34,30832,Basic
46,98456,VIP
43,44709,Premium
30,98100,Premium
48,43536,Gold
33,66582,VIP
38,96774,Gold
58,90742,Regular
58,94509,Regular
49,73052,VIP
60,101162,VIP
36,118163,Silver
43,62659,Basic
22,118538,Regular
26,119079,VIP
30,69503,VIP
63,64718,Regular
53,43900,Silver
46,70452,Regular
45,78021,Premium
45,78084,Silver
49,54456,VIP
40,77804,VIP
66,94156,Silver
69,95251,Premium
48,30748,Basic
39,50153,Gold
50,62137,Basic
29,114771,Gold
43,114802,Basic
40,33940,Basic
62,101811,Gold
57,53907,Regular
23,76425,Premium
55,60355,Regular
63,57950,Regular
56,96517,Regular
56,98633,Regular
70,78803,Silver
40,81685,Regular
46,39216,Basic
57,83950,VIP
63,39666,VIP
39,93022,Gold
34,54420,Silver
51,47606,Basic
30,22439,Gold
49,102203,VIP
53,44784,VIP
22,100234,VIP
44,69074,Silver
19,76739,Regular
65,113190,Silver
53,88704,Regular
66,49615,Premium
41,71704,Regular
70,113225,Silver
39,103293,Basic
65,105337,Gold
56,115112,Regular
44,81040,Silver
43,108955,VIP
38,43736,Premium
28,96346,Premium
58,102192,Silver
24,42958,VIP
58,80619,VIP
33,43864,Silver
25,107975,Basic
39,68585,Gold
30,34233,Premium
61,103703,Premium
59,104527,Basic
32,113904,Silver
51,110862,Premium
37,40211,VIP
32,42101,Gold
37,70676,Premium
44,118035,Regular
20,109212,Silver
60,57629,Silver
66,37660,Basic
62,114038,Basic
59,93072,Silver
69,59402,Gold
20,86585,Basic
67,77561,Basic
34,97508,Silver
42,117407,Silver
67,21047,Premium
52,100228,VIP
39,82088,VIP
68,51348,Silver
26,52876,Gold
64,50010,Silver
40,72492,VIP
27,23001,Premium
68,55491,Basic
20,112142,VIP
21,51000,VIP
41,27075,Premium
22,104646,Premium
49,30694,VIP
43,22792,Basic
61,95268,Basic
33,68424,Premium
47,107769,VIP
69,118300,Gold
18,105420,Premium
28,82707,Basic
57,49018,Regular
48,72017,Basic
52,117073,Regular
70,79898,VIP
42,43484,Premium
64,108320,Silver
50,105012,VIP
66,26452,Basic
18,52706,Gold
41,115811,Basic
42,96441,VIP
38,56558,Basic
58,81429,Premium
52,31221,VIP
34,43085,Regular
57,83881,Regular
64,86902,Regular
52,102027,Basic
34,46541,Regular
51,81700,Silver
32,98087,VIP
67,84400,Basic
53,77137,Basic
69,116394,Gold
26,111807,Gold
31,107989,VIP
50,20926,Basic
47,119416,Basic
65,98381,Silver
54,63365,Premium
46,20187,Silver
50,31522,Gold
39,29895,Gold
36,35480,Basic
21,72816,VIP
31,73815,Silver
56,103996,Regular
43,20538,Silver
35,71367,Regular
18,28417,VIP
49,55436,Gold
51,115666,Premium
60,76809,Silver
31,26396,Gold
26,88430,VIP
61,33467,Silver
66,45839,Silver
32,65823,Basic
45,95098,Premium
41,109243,VIP
28,101802,Premium
49,116545,Premium
32,67969,Silver
39,25016,Silver
36,53803,VIP
42,24884,Basic
32,111804,VIP
57,94927,Silver
64,40814,VIP
48,43206,Regular
62,46195,Premium
28,51809,Premium
18,92181,Regular
50,27195,Premium
51,53604,Gold
39,117554,Regular
62,96757,Basic
54,61990,Silver
20,112563,Premium
35,46749,Regular
27,118564,Premium
32,72794,Basic
60,40209,Gold
40,74187,Silver
63,75307,Silver
51,92974,VIP
47,116032,Regular
59,55884,Premium
51,37610,Basic
23,53831,Premium
49,69996,Silver
52,100339,Silver
61,109830,Premium
29,119857,Basic
38,51129,Regular
58,45655,Regular
23,115075,Premium
54,81703,Regular
59,39411,Basic
49,96913,Silver
18,52048,Gold
51,109842,Regular
42,109111,Silver
20,23576,Premium
47,82124,Regular
37,70801,VIP
30,93003,Gold
53,24996,VIP
28,42100,Silver
48,35505,Gold
25,50607,Silver
52,44373,Silver
40,62843,Basic
44,47897,Gold
18,77612,VIP
63,61313,Regular
19,90227,Silver
24,94841,Premium
44,25203,VIP
60,20298,Premium
65,56723,Silver
42,62534,Basic
19,67087,VIP
61,83458,Gold
52,39026,VIP
23,93642,Regular
49,34681,Regular
34,74165,Regular
55,61347,Regular
68,33344,Basic
23,85494,VIP
63,105141,Gold
37,72130,Silver
38,35829,Premium
51,84603,Basic
38,87772,Gold
44,21371,Gold
66,96212,VIP
55,84326,VIP
54,60021,Basic
64,38827,Basic
44,83567,Basic
40,85394,Premium
22,37367,Silver
32,21380,Gold
63,34861,Silver
29,58298,Basic
41,81391,VIP
20,96298,Premium
34,20562,Silver
20,35080,Gold
23,50888,Gold
46,31258,Regular
47,26444,Basic
52,91481,VIP
62,48029,Silver
44,26705,Gold
26,54444,Basic
49,46080,Regular
51,41713,Gold
53,84150,VIP
30,30368,Gold
48,63956,Premium
57,64139,Regular
22,63368,Basic
61,72936,Basic
21,67987,Regular
27,88759,Basic
44,117786,Regular
21,36897,Basic
20,118919,Premium
54,52607,Premium
49,49144,Silver
64,22274,VIP
53,117660,Gold
62,43520,Premium
54,110740,Regular
44,85854,VIP
37,76229,Silver
69,62505,Regular
29,110680,Basic
60,98893,Regular
61,55814,VIP
56,106273,Premium
51,75008,Silver
56,96672,Silver
19,29400,Premium
34,29133,Premium
60,103917,Basic
42,70929,VIP
62,38430,Regular
23,65995,Basic
35,103046,VIP
41,26982,Silver
44,34777,Premium
65,77798,Gold
53,89995,Silver
49,96835,Basic
69,105089,Basic
55,71065,Silver
60,52905,Premium
52,39966,Regular
56,102004,Silver
28,71013,Regular
54,89773,Gold
70,21822,Gold
70,93366,Basic
62,35588,Premium
50,83323,VIP
45,93659,Basic
64,118483,Gold
66,112877,Silver
67,47847,Regular
28,79056,Basic
68,34419,Gold
59,53355,Basic
53,42019,Regular
60,118792,Gold
62,79543,Gold
67,45755,Gold
51,102827,Gold
21,42018,VIP
58,99549,Premium
49,77905,Gold
58,64104,Gold
20,81761,Gold
34,74354,Premium
24,50897,Gold
69,112480,VIP
66,80908,Silver
66,44458,VIP
21,67246,Premium
26,102115,Regular
24,67724,VIP
61,111829,VIP
54,54643,Gold
34,92145,Silver
41,109456,Premium
38,54223,Premium
49,59052,Silver
55,103655,Premium
24,85597,Basic
63,60864,Gold
28,44722,Gold
39,75374,Premium
26,39751,Premium
62,105793,VIP
56,39871,Silver
64,103974,VIP
52,44629,Basic
65,90085,Gold
52,70114,Premium
26,28009,Premium
70,105745,Basic
24,59863,VIP
62,83586,Basic
51,75477,Basic
44,91189,Gold
22,76646,Basic
26,112383,Basic
45,30992,Basic
64,34302,Gold
22,108521,Gold
54,45053,Premium
49,68111,VIP
54,51726,Premium
54,52802,Gold
59,88616,VIP
29,68855,VIP
67,73900,Regular
67,68549,Regular
53,103917,Basic
58,59563,Basic
25,90253,Gold
67,91687,Premium
35,90725,VIP
64,87699,Regular
38,87967,Premium
37,34958,Basic
21,55371,Regular
54,46841,Regular
53,60349,Silver
70,24152,Gold
60,77783,Premium
43,37508,Silver
67,74346,Gold
60,103265,Gold
49,72793,Gold
66,40376,Regular
60,78101,Basic
22,80505,Premium
23,105894,Basic
22,41131,Gold
29,49008,Basic
31,31592,Silver
49,102921,Silver
67,112125,Premium
24,101013,VIP
56,71125,Regular
62,80079,Basic
28,87203,Premium
43,53802,VIP
24,93453,Gold
25,93923,Premium
68,31602,Basic
32,104771,Basic
68,105290,VIP
41,60689,Silver
49,41838,Silver
18,56034,Silver
35,27284,VIP
45,83896,Basic
30,73020,Regular
62,92395,Gold
60,96420,VIP
43,107092,Premium
22,66817,Gold
52,69181,Regular
25,52110,Premium
44,108385,Silver
39,104903,Regular
44,114771,Basic
36,54785,Regular
59,100246,Gold
64,41609,VIP
27,77746,Regular
70,57900,Gold
30,115581,Gold
63,95799,Premium
36,72440,Basic
53,65268,Basic
29,117377,Regular
63,117250,Basic
37,37075,Gold
59,76942,Regular
27,24517,Gold
58,39960,VIP
61,49608,Regular
70,92403,Regular
27,114439,Gold
68,99391,Premium
27,25275,Basic
62,27164,Premium
45,24028,Regular
18,108623,Premium
20,86686,Silver
51,66267,Regular
49,41187,Premium
54,78725,Silver
37,86842,Gold
28,97391,Gold
64,61512,Basic
42,89946,Premium
34,110674,Regular
69,114837,Gold
39,111997,Premium
69,70289,Premium
39,57693,Silver
30,55071,Silver
46,59528,Gold
58,98315,Basic
54,115950,Premium
24,92926,VIP
31,101842,Gold
40,110097,Premium
30,26337,Premium
27,95340,Premium
58,87389,Basic
49,60498,Premium
32,98230,Silver
48,20382,Regular
27,108839,Premium
64,70987,Gold
48,85851,Premium
32,82247,Premium
56,51083,Gold
62,71595,VIP
35,110378,Basic
52,37310,Regular
48,78640,Regular
34,98150,VIP
55,89147,Gold
36,23268,Regular
30,24437,VIP
18,28188,Basic
54,51894,Premium
44,47968,Basic
56,78062,Silver
35,53721,VIP
65,39609,Basic
28,76193,Regular
37,111434,Gold
27,111545,Premium
25,37253,Regular
28,102273,Regular
58,118964,VIP
70,29741,Basic
46,21805,Gold
22,71316,Silver
46,56916,VIP
53,22982,Basic
42,119496,Gold
50,97420,Silver
29,59054,Gold
47,94016,VIP
46,116917,Gold
53,50033,Gold
65,110676,VIP
40,50897,Gold
36,87288,Basic
68,68950,Regular
52,26660,Premium
51,93408,Silver
61,66344,Premium
66,77757,Gold
58,66883,Regular
24,114911,Basic
27,56697,Basic
54,40890,Silver
24,98119,Gold
43,89915,Silver
58,115736,Gold
42,71542,Gold
26,119316,Premium
31,119511,Silver
36,59837,Regular
41,29308,Regular
67,63692,Regular
22,64686,Regular
26,107757,Silver
44,115030,Regular
21,28410,Gold
42,44388,VIP
49,64216,Silver
18,79249,VIP
42,90981,Silver
35,118026,Silver
66,59800,Silver
57,109773,VIP
41,82771,Silver
63,22084,Basic
28,113969,Regular
49,45630,Regular
68,117066,Silver
40,57662,Silver
34,101196,Gold
33,79500,Silver
51,64310,Premium
24,90198,Regular
56,43223,VIP
20,98815,Regular
23,92389,Basic
44,87489,Gold
41,112297,Premium
18,96098,VIP
63,24661,Gold
22,45835,Regular
24,116931,Gold
41,40718,Regular
55,71008,VIP
58,47722,Silver
49,28491,Basic
63,116498,VIP
46,44313,VIP
47,36445,Premium
64,90229,Silver
19,74983,Gold
58,103069,Basic
36,89157,Premium
18,93323,Premium
37,33596,Basic
50,62708,Premium
37,98813,Premium
20,56066,Gold
44,78525,Regular
49,103548,Regular
24,99454,Gold
40,32263,Gold
32,22882,Premium
29,115931,Premium
59,32678,Basic
24,78482,Basic
18,35773,Basic
69,86434,Silver
49,82701,Silver
52,101438,Gold
68,26047,Silver
32,110130,VIP
41,52771,Regular
63,57254,Silver
41,48140,Gold
60,51082,Silver
43,75743,VIP
68,105088,Premium
21,102973,Gold
46,65612,Premium
65,20072,VIP
56,62551,Premium
25,79777,Regular
42,92453,VIP
23,98198,Basic
70,118703,VIP
64,51997,Gold
26,111771,Regular
68,111166,Gold
65,69058,Gold
50,40775,Gold
24,60134,Basic
66,101493,VIP
19,85132,Gold
27,48303,Gold
44,34473,Premium
41,63273,Premium
63,49907,Premium
55,75608,Basic
45,76979,Gold
30,108195,Regular
47,100636,Premium
49,83479,VIP
56,38114,VIP
69,22188,Silver
40,112602,Basic
38,61646,VIP
31,107415,Basic
51,112074,Premium
64,80624,Gold
20,87079,Regular
57,80978,Gold
42,106358,Premium
43,90367,Premium
28,110626,Premium
27,94500,Regular
47,102011,Premium
60,104297,Premium
69,106746,Premium
67,57425,Basic
19,113362,Silver
47,73827,Gold
62,104103,VIP
38,101896,Silver
22,83816,VIP
45,82914,Regular
44,22201,Basic
60,115581,Regular
35,67770,VIP
29,44637,Premium
32,89100,Silver
40,58464,Regular
42,36569,Basic
18,118076,Silver
47,93914,Regular
21,93609,Premium
27,115248,Gold
31,88169,Premium
30,101885,Gold
49,95536,Regular
40,65298,Basic
67,47752,Gold
53,62175,Premium
45,41260,Regular
57,111086,Premium
44,86356,Premium
24,97569,Regular
45,71639,Regular
28,117376,Regular
23,66550,Regular
48,87101,Regular
51,58321,Silver
35,68987,Gold
57,69665,VIP
46,90853,Premium
48,111571,Basic
34,74397,Silver
37,72862,Premium
32,108416,Basic
21,46639,Regular
52,34819,Silver
53,39324,VIP
27,108553,Premium
34,80325,Silver
59,24912,VIP
28,91335,Gold
44,64769,Silver
42,23545,VIP
45,22150,VIP
57,74837,VIP
39,112958,Gold
44,72417,VIP
34,93087,Regular
25,56994,VIP
41,67540,Silver
31,23347,Silver
50,54320,VIP
33,26140,Gold
59,67875,Silver
66,96988,VIP
61,40785,Gold
20,61951,Silver
43,51217,Regular
48,72801,Regular
39,60998,Basic
24,97147,Premium
59,33745,Gold
30,94395,Silver
23,118365,Silver
55,61083,Silver
58,45855,VIP
19,23855,Silver
40,34202,Basic
32,31288,Silver
54,64898,VIP
63,73087,Silver
45,118562,Silver
33,41396,Silver
44,75503,Premium
22,42965,Regular
45,83956,Silver
57,27044,Basic
20,73926,Regular
51,53424,Silver
37,115259,Basic
34,61204,Premium
54,69003,Gold
44,105751,VIP
22,38161,Silver
65,109176,Basic
57,93988,Premium
47,59653,VIP
67,99869,Basic
26,22888,Premium
54,35898,Regular
45,88272,Premium
24,83270,Premium
51,112038,Gold
46,99258,VIP
64,66053,VIP
38,21248,VIP
18,47608,Premium
50,118346,Basic
63,110551,VIP
